region_id,area_km2,geo_x,geo_y,BD1000,BD2000,OH_SPECTRAL_INDICATOR,ICE_SPECTRAL_INDICATOR,m3_valid_pct,dfsar_cpr_mean,dfsar_cpr_class,radar_flag,minirf_s1_log_mean,qualification_status
914,1.81,11557.485151933704,37346.76208563536,-0.09998,0.027091,-0.017625,-0.005195,1.0,,no_data,S1_ONLY,0.078806,QUALIFIED
969,0.180625,10127.78719723184,37610.79411764706,1.055882,0.774166,-1.24205,,1.0,0.205025,normal_low,BOTH,0.087318,QUALIFIED
977,0.17375,7089.787769784176,37642.40647482014,-0.637943,1.724115,-1.171073,,1.0,0.167407,normal_low,BOTH,0.088924,QUALIFIED
981,0.09125,-2123.6164383561627,37592.62328767123,,,,,1.0,0.266622,normal_low,BOTH,0.097852,QUALIFIED
1002,0.13625,-19765.17889908257,37261.62385321101,,,,,1.0,0.573725,typical,BOTH,0.097172,QUALIFIED
1047,0.159375,2464.205882352937,37093.049019607846,-0.211709,-0.079356,0.027304,0.088839,1.0,0.216432,normal_low,BOTH,0.098941,QUALIFIED
1048,0.59625,6302.539832285118,36760.196016771486,-0.225717,,,,1.0,0.196649,normal_low,BOTH,0.128178,QUALIFIED
1057,0.385,-17650.86525974026,36985.280844155845,,,,,1.0,,no_data,S1_ONLY,0.076996,QUALIFIED
1072,0.09875,15008.67721518987,36991.32278481012,0.982094,,4.889296,,1.0,0.30398,normal_low,BOTH,0.091357,QUALIFIED
1076,0.459375,9476.166666666664,36742.74489795919,-0.210163,0.018115,0.033387,0.038559,1.0,0.46851,normal_low,S1_ONLY,0.157938,QUALIFIED
1118,0.275,-21065.102272727272,36748.85227272727,,,,,1.0,0.440347,normal_low,BOTH,0.105527,QUALIFIED
1124,0.271875,11146.511494252874,36711.41954022989,-0.165431,0.071927,0.06593,-0.128616,1.0,,no_data,S1_ONLY,0.073227,QUALIFIED
1125,0.12375,-20715.90404040404,36815.52525252525,,,,,1.0,0.570811,typical,BOTH,0.138609,QUALIFIED
1131,0.23375,15024.232620320858,36586.46256684492,,,5.386918,,1.0,0.229899,normal_low,BOTH,0.076921,QUALIFIED
1133,0.3825,-24768.31045751633,36139.797385620914,-0.886326,-0.268187,-0.089799,0.113797,1.0,0.275064,normal_low,BOTH,0.06891,QUALIFIED
1159,0.2,12855.984375,36758.703125,0.037986,0.035855,0.025866,-0.047689,1.0,,no_data,S1_ONLY,0.073645,QUALIFIED
1173,0.080625,3690.585271317832,36331.50775193799,-0.066833,-0.005781,-0.044284,-0.00939,1.0,0.198776,normal_low,BOTH,0.085073,QUALIFIED
1191,0.13125,12543.071428571437,36321.80952380953,-0.102885,-0.085477,-0.082613,-0.33598,1.0,,no_data,S1_ONLY,0.069827,QUALIFIED
1204,0.091875,14652.22108843537,36151.35034013605,,,,,1.0,0.233783,normal_low,BOTH,0.055433,QUALIFIED
1218,1.65,10035.257575757576,36381.66477272727,0.006864,0.057028,0.299399,0.679914,1.0,0.367553,normal_low,S1_ONLY,0.138369,QUALIFIED
1237,0.10875,-23272.77011494253,35843.45977011494,,,,,1.0,0.452235,normal_low,BOTH,0.066983,QUALIFIED
1252,1.028125,11244.515197568384,36293.828267477205,0.060493,-0.061047,0.086772,0.077794,1.0,,no_data,S1_ONLY,0.089947,QUALIFIED
1262,0.90375,12048.825726141084,35716.63070539419,-0.04838,-0.037188,0.123301,0.03511,1.0,,no_data,S1_ONLY,0.08386,QUALIFIED
1292,0.46,12682.788043478264,35516.158967391304,0.412195,-0.220934,,,1.0,,no_data,S1_ONLY,0.101556,QUALIFIED
1320,0.149375,7320.94351464435,35816.08577405858,1.078185,,,,1.0,0.144669,normal_low,BOTH,0.100587,QUALIFIED
1325,1.260625,-27033.767228557263,34914.62989588498,,-3.931185,2.571429,,0.9663,0.287469,normal_low,BOTH,0.086026,QUALIFIED
1337,0.0975,-16054.987179487176,35378.86538461538,-0.101828,0.000759,0.005467,-0.029402,1.0,,no_data,S1_ONLY,0.066013,QUALIFIED
1398,1.43125,-18564.812227074235,35333.513100436685,0.128713,0.279378,-0.123254,,1.0,,no_data,S1_ONLY,0.08227,QUALIFIED
1435,0.494375,-17961.30910240202,35090.92351453856,-0.084854,0.023361,0.082457,0.612807,1.0,,no_data,S1_ONLY,0.075061,QUALIFIED
1462,0.109375,14253.5,34726.92857142857,1.191097,,,,1.0,,no_data,S1_ONLY,0.101775,QUALIFIED
1532,0.215625,312.2536231884078,34582.60144927536,-0.051808,-0.050464,0.013611,0.041307,1.0,0.17619,normal_low,BOTH,0.092638,QUALIFIED
1567,0.08125,3471.230769230773,34284.153846153844,1.189159,0.143691,,,1.0,0.094826,normal_low,BOTH,0.07424,QUALIFIED
1622,0.080625,-22267.55426356589,33852.63178294574,,0.291262,,,1.0,0.596994,typical,BOTH,0.112974,QUALIFIED
1632,0.92625,-127.574898785424,34056.47165991903,0.33539,-0.091705,0.006783,0.082811,1.0,0.187389,normal_low,BOTH,0.098961,QUALIFIED
1660,0.199375,-29031.84796238245,33910.923197492164,,,4.175355,,1.0,0.24556,normal_low,BOTH,0.087828,QUALIFIED
1695,0.70125,-27392.924242424244,33199.76470588235,-0.174798,-0.044418,0.060617,0.007317,1.0,0.32372,normal_low,BOTH,0.07332,QUALIFIED
1708,0.319375,-858.327788649709,33506.126223091975,0.052028,-0.100313,0.136497,0.091563,1.0,0.203881,normal_low,BOTH,0.094976,QUALIFIED
1742,1.413125,-21143.113887660325,33110.37394957983,-0.014095,-0.025992,-0.021413,0.034581,1.0,,no_data,S1_ONLY,0.136349,QUALIFIED
1750,0.14625,-22216.84615384616,33564.92307692308,-0.481576,0.413279,3.871482,,1.0,0.659946,typical,BOTH,0.108597,QUALIFIED
1757,0.641875,-22852.73953261928,32882.19425511198,0.982283,-0.465032,0.190954,1.171275,1.0,0.324305,normal_low,BOTH,0.091673,QUALIFIED
1771,0.104375,-24559.33233532934,33166.21856287425,0.000541,-0.043682,0.170534,0.031814,1.0,0.350004,normal_low,BOTH,0.118377,QUALIFIED
1772,0.710625,-23811.229991204928,33443.68381706245,-0.128067,-0.161406,0.491681,0.210049,1.0,0.315558,normal_low,BOTH,0.119118,QUALIFIED
1779,0.124375,-26884.04271356784,33162.30904522613,-0.081788,-0.058543,0.086066,0.037645,1.0,0.322455,normal_low,BOTH,0.080322,QUALIFIED
1780,0.2425,-22416.801546391755,33335.35824742268,,,4.879931,,1.0,0.542424,typical,BOTH,0.090069,QUALIFIED
1814,0.08,-17848.9375,32989.5625,0.884535,0.05547,-0.302332,1.302281,1.0,,no_data,S1_ONLY,0.094069,QUALIFIED
1845,0.101875,2639.3773006134943,32772.27914110429,-0.85818,-5.030976,1.714585,5.182146,1.0,0.07835,normal_low,BOTH,0.147095,QUALIFIED
1861,1.56875,731.770916334659,33000.71912350597,0.258881,-0.204792,0.067834,0.317079,1.0,0.17194,normal_low,BOTH,0.110524,QUALIFIED
1938,0.11,-19164.136363636364,32543.539772727272,-0.096815,-0.121529,-0.004876,0.241695,1.0,,no_data,S1_ONLY,0.102255,QUALIFIED
1979,0.13625,-25588.57339449541,32393.733944954125,0.875469,-0.222166,-0.391666,1.832028,1.0,0.286938,normal_low,BOTH,0.122069,QUALIFIED
1994,0.370625,-29501.68043844857,32159.56408094435,0.279764,-0.376133,-0.428571,1.378539,1.0,0.247968,normal_low,BOTH,0.072856,QUALIFIED
1995,0.190625,-27183.69672131148,32395.66393442623,-0.103997,-0.05226,-0.036039,0.028058,1.0,0.299549,normal_low,BOTH,0.074389,QUALIFIED
2004,0.08375,-21535.94776119403,32172.88805970149,-0.039751,-0.052175,0.063993,-0.0901,1.0,,no_data,S1_ONLY,0.398556,QUALIFIED
2006,0.3975,4101.5833333333285,32381.8286163522,,,,,1.0,0.165831,normal_low,BOTH,0.083932,QUALIFIED
2015,1.203125,-27927.60389610389,32449.00649350649,-0.140398,-0.063023,-0.001889,0.010412,1.0,0.286394,normal_low,BOTH,0.069805,QUALIFIED
2046,0.13125,-26088.47619047619,32024.904761904763,1.059568,-0.81483,,,1.0,0.276659,normal_low,BOTH,0.088462,QUALIFIED
2169,0.81625,30375.62940275652,31956.45329249617,,,,,1.0,0.407139,normal_low,BOTH,0.059507,QUALIFIED
2181,2.841875,6638.806135913786,31158.9671211788,,1.070766,,,1.0,,no_data,S1_ONLY,0.069377,QUALIFIED
2239,0.090625,4425.189655172413,31519.465517241377,0.956351,,2.649261,,1.0,,no_data,S1_ONLY,0.191127,QUALIFIED
2253,0.114375,1146.4945355191303,31479.7349726776,1.349432,0.032034,0.643521,,1.0,0.173901,normal_low,BOTH,0.089213,QUALIFIED
2262,0.108125,8846.75433526012,31351.65606936416,,1.492725,0.530742,,1.0,,no_data,S1_ONLY,0.085601,QUALIFIED
2271,0.08625,1426.3115942028962,31365.17391304348,1.058501,0.303147,,,1.0,0.250015,normal_low,BOTH,0.088656,QUALIFIED
2275,0.21,11010.21428571429,31199.309523809527,-3.182891,0.853094,1.278372,,1.0,,no_data,S1_ONLY,0.109125,QUALIFIED
2298,0.653125,-25591.40909090909,31093.897129186604,,-0.733028,2.754153,,1.0,0.34409,normal_low,BOTH,0.155258,QUALIFIED
2324,0.389375,-19795.564205457464,31229.35232744784,-0.169248,0.015069,0.06162,0.115618,1.0,,no_data,S1_ONLY,0.112794,QUALIFIED
2350,0.09875,8041.905063291138,30865.848101265823,,0.83431,1.887368,,1.0,,no_data,S1_ONLY,0.086757,QUALIFIED
2378,0.346875,1058.8243243243269,31019.37387387388,0.337802,0.906131,0.344205,,1.0,0.175674,normal_low,BOTH,0.07377,QUALIFIED
2380,0.086875,8878.996402877703,30726.57913669065,,0.589722,,,1.0,,no_data,S1_ONLY,0.094148,QUALIFIED
2381,0.391875,10444.196969696975,30853.330940988835,,0.199902,2.700064,,1.0,,no_data,S1_ONLY,0.084618,QUALIFIED
2382,0.52625,11164.820665083142,30616.71140142518,,,,1.855556,1.0,,no_data,S1_ONLY,0.094356,QUALIFIED
2408,0.524375,8434.541716328968,31014.95172824792,,0.942038,2.000558,,1.0,,no_data,S1_ONLY,0.087111,QUALIFIED
2429,0.088125,1621.6631205673766,30771.776595744683,,0.758705,2.26905,,1.0,,no_data,S1_ONLY,0.063625,QUALIFIED
2528,0.16,9591.39453125,30445.32421875,,,,-0.521353,1.0,,no_data,S1_ONLY,0.133192,QUALIFIED
2529,0.169375,11505.588560885612,30346.164206642068,,,1.532095,0.170385,1.0,,no_data,S1_ONLY,0.099158,QUALIFIED
2557,0.135625,9102.3801843318,30044.62442396313,,,,,1.0,,no_data,S1_ONLY,0.109305,QUALIFIED
2594,0.19625,5807.1433121019145,30082.34713375796,,,,,1.0,,no_data,S1_ONLY,0.04703,QUALIFIED
2595,0.11375,8447.57692307693,29936.35164835165,,,,,1.0,,no_data,S1_ONLY,0.092055,QUALIFIED
2606,0.08625,15560.550724637673,29909.557971014496,0.766449,0.639924,,,1.0,,no_data,S1_ONLY,0.127901,QUALIFIED
2607,0.1175,15792.319148936163,30096.909574468085,,,,7.936923,1.0,,no_data,S1_ONLY,0.10907,QUALIFIED
2645,0.37875,4358.039603960395,30153.42904290429,,,,,1.0,,no_data,S1_ONLY,0.092765,QUALIFIED
2672,0.151875,8832.936213991772,29749.779835390946,0.733333,,,,1.0,,no_data,S1_ONLY,0.130844,QUALIFIED
2686,0.246875,9524.246835443031,30016.19620253165,,,7.327128,-0.14794,1.0,,no_data,S1_ONLY,0.145203,QUALIFIED
2721,0.321875,12632.800970873788,29515.20873786408,,0.925358,-1.543913,,1.0,,no_data,S1_ONLY,0.116226,QUALIFIED
2774,0.22,12074.357954545449,29606.25284090909,,0.532106,-0.228387,0.659908,1.0,,no_data,S1_ONLY,0.113524,QUALIFIED
2786,0.096875,7523.693548387098,29407.274193548383,0.495218,0.720299,2.109215,2.853851,1.0,,no_data,S1_ONLY,0.067552,QUALIFIED
2793,0.2725,9793.422018348618,29472.174311926603,,-0.068319,-0.117954,,1.0,,no_data,S1_ONLY,0.107823,QUALIFIED
2804,0.20875,9000.39820359282,29477.071856287424,-0.525358,-1.089552,2.817921,,1.0,,no_data,S1_ONLY,0.116457,QUALIFIED
2812,0.263125,860.3669833729218,28997.649643705463,0.073079,-0.242826,0.210606,-0.397356,1.0,,no_data,S1_ONLY,0.063704,QUALIFIED
2848,0.14875,12186.369747899167,29163.52521008403,,0.911697,-2.158998,-3.454805,1.0,,no_data,S1_ONLY,0.135465,QUALIFIED
2853,0.294375,491.4851380042455,29186.646496815287,-0.128547,-0.049608,0.103365,-0.034287,1.0,,no_data,S1_ONLY,0.067,QUALIFIED
2894,0.175,33900.035714285725,28968.35714285714,,1.421507,,,1.0,,no_data,S1_ONLY,0.055514,QUALIFIED
2924,0.19875,9090.93081761006,29116.616352201258,,0.844218,-2.692325,,1.0,,no_data,S1_ONLY,0.102294,QUALIFIED
2946,0.416875,7103.210644677667,29115.45502248876,,0.890666,-0.579457,,1.0,,no_data,S1_ONLY,0.062787,QUALIFIED
2953,1.93125,6249.346278317149,29458.598705501616,,,,,1.0,,no_data,S1_ONLY,0.063839,QUALIFIED
2954,0.540625,6245.367052023117,28405.58670520231,,0.746118,0.116242,,1.0,,no_data,S1_ONLY,0.057112,QUALIFIED
2971,0.116875,13339.606951871654,28577.23796791444,,,1.630602,,1.0,,no_data,S1_ONLY,0.076394,QUALIFIED
2986,0.14,8101.732142857145,28754.183035714286,,0.988543,-3.543485,,1.0,,no_data,S1_ONLY,0.080562,QUALIFIED
2990,0.548125,-11599.644811858612,28413.669897377426,0.33879,,-0.054104,,1.0,0.168153,normal_low,BOTH,0.108913,QUALIFIED
3025,0.1425,291.82456140350405,28856.530701754386,0.058813,-0.060131,-0.053404,-0.016765,1.0,,no_data,S1_ONLY,0.068083,QUALIFIED
3026,0.231875,11088.179245283012,28732.84501347709,,0.9178,0.201791,,1.0,,no_data,S1_ONLY,0.100535,QUALIFIED
3039,0.211875,8525.016224188788,28616.797935103245,,0.920812,-1.307288,,1.0,,no_data,S1_ONLY,0.093843,QUALIFIED
3040,0.27875,9822.20179372198,28594.89461883408,,0.974548,-0.194198,-0.604244,1.0,,no_data,S1_ONLY,0.126416,QUALIFIED
3055,0.285,-14138.49342105263,28250.171052631576,-0.26145,,,,1.0,,no_data,S1_ONLY,0.135526,QUALIFIED
3091,0.1875,11795.416666666664,28423.666666666664,0.285403,0.346427,1.088035,1.083507,1.0,,no_data,S1_ONLY,0.08589,QUALIFIED
3107,0.09,16756.09722222222,28248.069444444445,,-0.420924,0.561386,,1.0,,no_data,S1_ONLY,0.100126,QUALIFIED
3116,0.254375,-12010.266584766585,28177.281326781325,0.462383,-0.380627,-0.699049,,1.0,0.189195,normal_low,BOTH,0.113974,QUALIFIED
3120,0.10875,6482.9770114942585,28319.034482758623,,0.920147,0.663077,,1.0,,no_data,S1_ONLY,0.061288,QUALIFIED
3132,0.10125,-456.2098765432093,28298.802469135804,0.381265,0.03577,-3.199855,-0.64054,1.0,,no_data,S1_ONLY,0.093071,QUALIFIED
3137,0.094375,-10932.122516556294,28011.59271523179,,0.691785,,,1.0,0.22103,normal_low,BOTH,0.091412,QUALIFIED
3151,0.238125,-24466.313648293963,28059.88320209974,-0.355695,,,,1.0,,no_data,S1_ONLY,0.157737,QUALIFIED
3175,0.5,10495.65625,27905.125,0.336066,0.959826,1.358816,,1.0,,no_data,S1_ONLY,0.058988,QUALIFIED
3184,0.159375,13366.166666666664,27911.67647058824,0.823804,,2.385911,,1.0,,no_data,S1_ONLY,0.072296,QUALIFIED
3202,0.579375,8640.249730312833,27898.47734627832,0.589723,0.55198,4.340785,,1.0,,no_data,S1_ONLY,0.085671,QUALIFIED
3215,0.189375,-9963.123762376244,28070.219471947195,0.475406,0.301579,-3.234653,,1.0,0.160902,normal_low,BOTH,0.101497,QUALIFIED
3224,0.07875,11608.8253968254,27725.103174603173,1.087546,,,,1.0,,no_data,S1_ONLY,0.07149,QUALIFIED
3248,0.57,12002.597587719298,27611.190789473683,1.375876,-0.545772,3.85151,,1.0,,no_data,S1_ONLY,0.067948,QUALIFIED
3249,0.4275,-28635.07602339181,28054.59356725146,-0.732135,1.178923,,,1.0,0.143539,normal_low,BOTH,0.010999,QUALIFIED
3253,0.23125,-9103.608108108108,27711.986486486487,-1.28922,0.513318,-2.138441,-1.872248,1.0,0.182847,normal_low,BOTH,0.083934,QUALIFIED
3273,0.65625,35018.45238095238,27630.38095238096,0.7889,0.575853,,,1.0,,no_data,S1_ONLY,0.061976,QUALIFIED
3276,0.09625,11337.0,27634.42857142857,1.456563,,5.653651,,1.0,,no_data,S1_ONLY,0.071063,QUALIFIED
3291,0.126875,9295.312807881768,27517.371921182264,,-0.142017,,,1.0,,no_data,S1_ONLY,0.047455,QUALIFIED
3335,0.258125,-12884.277239709443,27515.754237288136,,0.907193,,,1.0,0.239293,normal_low,BOTH,0.099502,QUALIFIED
3351,0.49125,-27895.1882951654,27534.692111959288,-0.149282,,,,1.0,0.263112,normal_low,BOTH,0.031902,QUALIFIED
3360,0.17,34500.87867647059,27332.02573529412,1.103578,0.603088,,,1.0,,no_data,S1_ONLY,0.05585,QUALIFIED
3361,0.141875,-25954.02422907489,27304.79515418502,-0.03874,,1.583156,,1.0,,no_data,S1_ONLY,0.091966,QUALIFIED
3364,0.38625,-9349.852750809065,27280.23300970874,0.055566,0.558831,0.547242,-0.991038,1.0,0.235861,normal_low,BOTH,0.088323,QUALIFIED
3389,0.388125,10628.968599033818,27274.69484702093,0.285405,0.773803,,,1.0,,no_data,S1_ONLY,0.046218,QUALIFIED
3426,0.101875,-26777.6472392638,26861.54294478528,0.133208,,-5.201244,,1.0,0.29247,normal_low,BOTH,0.07835,QUALIFIED
3434,0.1475,16578.419491525427,27103.254237288136,,2.002294,,,1.0,,no_data,S1_ONLY,0.074989,QUALIFIED
3456,0.10625,-10909.323529411762,26864.32352941176,-1.302146,0.72905,0.72678,1.062893,1.0,0.247423,normal_low,BOTH,0.118786,QUALIFIED
3474,0.1375,-12221.522727272728,26878.340909090908,0.084276,-0.43196,0.920766,1.61859,1.0,0.217607,normal_low,BOTH,0.081174,QUALIFIED
3500,1.78875,-13661.619846261356,26248.61320754717,,0.384615,1.446855,,1.0,,no_data,S1_ONLY,0.079147,QUALIFIED
3509,0.38875,11874.982315112538,26930.805466237944,0.255845,0.201899,1.335179,,1.0,,no_data,S1_ONLY,0.051054,QUALIFIED
3519,0.1325,-28846.60849056604,26773.73113207547,0.437175,,-2.2612,,1.0,0.266234,normal_low,BOTH,0.021335,QUALIFIED
3520,0.42625,-9734.6642228739,26820.66129032258,0.48728,0.454513,0.270566,4.112319,1.0,0.203895,normal_low,BOTH,0.084922,QUALIFIED
3546,0.175,9664.142857142862,26673.80357142857,-1.069795,0.291879,,,1.0,,no_data,S1_ONLY,0.033057,QUALIFIED
3598,0.670625,10089.597856477165,26879.623951537746,0.373865,0.48315,,,1.0,,no_data,S1_ONLY,0.035474,QUALIFIED
3599,0.238125,10674.106299212595,26572.80971128609,-0.489282,-1.779447,1.527689,,1.0,,no_data,S1_ONLY,0.033032,QUALIFIED
3637,0.39,10314.32371794872,25992.08653846154,0.458534,0.668009,,,1.0,,no_data,S1_ONLY,0.029987,QUALIFIED
3655,0.275625,-11534.230158730155,26199.139455782315,,1.255189,3.731411,,1.0,0.252676,normal_low,BOTH,0.090353,QUALIFIED
3674,0.089375,-27429.69580419581,26303.996503496503,,0.26183,-3.443354,,1.0,0.355825,normal_low,BOTH,0.068629,QUALIFIED
3715,0.10125,9943.17283950618,25957.5987654321,0.990402,0.946215,,,1.0,,no_data,S1_ONLY,0.029819,QUALIFIED
3721,0.19125,9649.90849673203,26118.22875816993,1.19818,0.796929,,,1.0,,no_data,S1_ONLY,0.029068,QUALIFIED
3733,0.285,-14417.111842105269,26044.08552631579,,,-0.04987,,1.0,,no_data,S1_ONLY,0.072363,QUALIFIED
3750,0.56625,11165.94591611479,26050.08609271523,0.490369,0.292204,,,1.0,,no_data,S1_ONLY,0.033233,QUALIFIED
3758,0.830625,5925.816779533488,26372.30210684725,-1.802827,-1.009078,1.654491,,1.0,,no_data,S1_ONLY,0.041949,QUALIFIED
3807,0.170625,-12811.580586080585,25693.54029304029,4.016807,0.087787,,,1.0,,no_data,S1_ONLY,0.062633,QUALIFIED
3897,0.130625,2305.959330143545,25514.25598086125,1.007555,1.253983,,,1.0,,no_data,S1_ONLY,0.071258,QUALIFIED
3898,0.22375,3149.150837988825,25595.82122905028,0.638391,0.513514,,,1.0,,no_data,S1_ONLY,0.061829,QUALIFIED
3928,0.54875,-12644.947608200457,25076.78132118451,1.495093,0.448392,,,1.0,0.219213,normal_low,BOTH,0.054376,QUALIFIED
3932,0.08125,2594.115384615383,25364.73076923077,0.748562,1.017906,,,1.0,,no_data,S1_ONLY,0.059536,QUALIFIED
3939,0.19625,7899.261146496814,25231.7898089172,1.795261,2.167354,,,1.0,,no_data,S1_ONLY,0.03209,QUALIFIED
3953,2.381875,-11211.678168459724,24998.92561007609,0.834363,0.593615,,,1.0,0.247558,normal_low,BOTH,0.054153,QUALIFIED
3959,0.653125,-20136.791866028707,25384.47129186603,0.96291,-0.504679,4.356201,,1.0,,no_data,S1_ONLY,0.074894,QUALIFIED
3982,0.084375,-12966.240740740735,25367.35185185185,2.967742,0.145684,,18.427071,1.0,,no_data,S1_ONLY,0.054482,QUALIFIED
4017,0.33875,-27960.27859778598,25286.33948339484,0.676112,0.327884,1.773267,,1.0,0.250472,normal_low,BOTH,0.026146,QUALIFIED
4056,0.378125,-11895.623966942148,24693.64049586777,0.600741,0.503617,,,1.0,0.250612,normal_low,BOTH,0.052932,QUALIFIED
4071,0.353125,-12890.54424778761,24629.349557522124,0.975168,1.032669,3.366257,,1.0,0.364601,normal_low,BOTH,0.051239,QUALIFIED
