region_id,area_km2,geo_x,geo_y,grail_anom_context,grail_boug_context,grail_note
372,0.080625,10602.79457364342,42080.151162790695,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
417,0.081875,-16035.041984732825,41551.454198473286,46.1389,95.783,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
426,0.096875,10238.209677419356,41388.8870967742,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
450,2.668125,9250.436987584922,41776.37842586086,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
493,0.080625,3411.515503875969,40728.6007751938,24.6404,85.2909,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
500,0.170625,8656.826007326003,40971.56227106227,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
501,0.153125,12474.704081632648,40727.642857142855,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
544,0.524375,8764.9052443385,40507.085220500594,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
557,0.284375,3725.5989010989,40473.08241758242,24.6404,85.2909,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
575,0.289375,2376.929805615546,40258.49136069114,24.6404,85.2909,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
590,0.15375,4466.57317073171,40136.06910569106,24.6404,85.2909,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
595,0.36875,-1800.457627118638,40280.58474576271,24.6404,85.2909,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
622,0.199375,-18587.960815047023,39786.706896551725,46.1389,95.783,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
642,0.34875,-2388.5376344086035,39931.81720430108,24.6404,85.2909,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
646,0.21875,10320.21428571429,39678.78571428571,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
699,0.3675,8819.950680272108,39399.05442176871,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
701,0.0825,14212.1893939394,39186.295454545456,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
703,0.215,12271.229651162786,39013.79941860465,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
715,1.20875,9409.156153050671,39060.76370217167,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
718,0.9625,6923.136363636368,39908.0,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
749,0.42,13372.71428571429,38733.23809523809,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
759,0.0825,-3865.272727272728,38748.606060606064,24.6404,85.2909,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
766,0.091875,-19382.98299319728,38874.64965986395,46.1389,95.783,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
773,0.111875,-20351.198324022345,38631.64525139665,46.1389,95.783,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
804,0.1675,13632.895522388062,38475.96641791045,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
885,0.08,10219.03125,37972.375,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
886,0.58125,10748.209677419356,37789.34408602151,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
902,0.16875,-19308.46296296296,37788.09259259259,46.1389,95.783,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
910,0.1025,-18970.7743902439,37647.45121951219,46.1389,95.783,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
914,1.81,11557.485151933704,37346.76208563536,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
969,0.180625,10127.78719723184,37610.79411764706,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
977,0.17375,7089.787769784176,37642.40647482014,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
981,0.09125,-2123.6164383561627,37592.62328767123,24.6404,85.2909,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1002,0.13625,-19765.17889908257,37261.62385321101,46.1389,95.783,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1047,0.159375,2464.205882352937,37093.049019607846,24.6404,85.2909,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1048,0.59625,6302.539832285118,36760.196016771486,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1057,0.385,-17650.86525974026,36985.280844155845,46.1389,95.783,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1072,0.09875,15008.67721518987,36991.32278481012,-57.4093,73.0638,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1076,0.459375,9476.166666666664,36742.74489795919,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1118,0.275,-21065.102272727272,36748.85227272727,46.1389,95.783,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1124,0.271875,11146.511494252874,36711.41954022989,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1125,0.12375,-20715.90404040404,36815.52525252525,46.1389,95.783,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1131,0.23375,15024.232620320858,36586.46256684492,-57.4093,73.0638,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1133,0.3825,-24768.31045751633,36139.797385620914,46.1389,95.783,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1159,0.2,12855.984375,36758.703125,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1173,0.080625,3690.585271317832,36331.50775193799,24.6404,85.2909,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1191,0.13125,12543.071428571437,36321.80952380953,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1204,0.091875,14652.22108843537,36151.35034013605,-57.4093,73.0638,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1218,1.65,10035.257575757576,36381.66477272727,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1237,0.10875,-23272.77011494253,35843.45977011494,46.1389,95.783,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1252,1.028125,11244.515197568384,36293.828267477205,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1262,0.90375,12048.825726141084,35716.63070539419,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1292,0.46,12682.788043478264,35516.158967391304,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1320,0.149375,7320.94351464435,35816.08577405858,67.2511,77.9602,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1325,1.260625,-27033.767228557263,34914.62989588498,80.591,99.4056,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1337,0.0975,-16054.987179487176,35378.86538461538,35.9271,86.4979,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1398,1.43125,-18564.812227074235,35333.513100436685,35.9271,86.4979,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1435,0.494375,-17961.30910240202,35090.92351453856,35.9271,86.4979,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1462,0.109375,14253.5,34726.92857142857,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1532,0.215625,312.2536231884078,34582.60144927536,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1567,0.08125,3471.230769230773,34284.153846153844,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1622,0.080625,-22267.55426356589,33852.63178294574,35.9271,86.4979,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1632,0.92625,-127.574898785424,34056.47165991903,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1660,0.199375,-29031.84796238245,33910.923197492164,80.591,99.4056,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1695,0.70125,-27392.924242424244,33199.76470588235,80.591,99.4056,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1708,0.319375,-858.327788649709,33506.126223091975,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1742,1.413125,-21143.113887660325,33110.37394957983,35.9271,86.4979,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1750,0.14625,-22216.84615384616,33564.92307692308,35.9271,86.4979,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1757,0.641875,-22852.73953261928,32882.19425511198,35.9271,86.4979,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1771,0.104375,-24559.33233532934,33166.21856287425,35.9271,86.4979,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1772,0.710625,-23811.229991204928,33443.68381706245,35.9271,86.4979,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1779,0.124375,-26884.04271356784,33162.30904522613,80.591,99.4056,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1780,0.2425,-22416.801546391755,33335.35824742268,35.9271,86.4979,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1814,0.08,-17848.9375,32989.5625,35.9271,86.4979,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1845,0.101875,2639.3773006134943,32772.27914110429,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1861,1.56875,731.770916334659,33000.71912350597,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1938,0.11,-19164.136363636364,32543.539772727272,35.9271,86.4979,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1979,0.13625,-25588.57339449541,32393.733944954125,80.591,99.4056,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1994,0.370625,-29501.68043844857,32159.56408094435,80.591,99.4056,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
1995,0.190625,-27183.69672131148,32395.66393442623,80.591,99.4056,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2004,0.08375,-21535.94776119403,32172.88805970149,35.9271,86.4979,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2006,0.3975,4101.5833333333285,32381.8286163522,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2015,1.203125,-27927.60389610389,32449.00649350649,80.591,99.4056,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2046,0.13125,-26088.47619047619,32024.904761904763,80.591,99.4056,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2169,0.81625,30375.62940275652,31956.45329249617,-172.3894,69.0553,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2181,2.841875,6638.806135913786,31158.9671211788,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2239,0.090625,4425.189655172413,31519.465517241377,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2253,0.114375,1146.4945355191303,31479.7349726776,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2262,0.108125,8846.75433526012,31351.65606936416,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2271,0.08625,1426.3115942028962,31365.17391304348,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2275,0.21,11010.21428571429,31199.309523809527,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2298,0.653125,-25591.40909090909,31093.897129186604,80.591,99.4056,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2324,0.389375,-19795.564205457464,31229.35232744784,35.9271,86.4979,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2350,0.09875,8041.905063291138,30865.848101265823,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2378,0.346875,1058.8243243243269,31019.37387387388,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2380,0.086875,8878.996402877703,30726.57913669065,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2381,0.391875,10444.196969696975,30853.330940988835,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2382,0.52625,11164.820665083142,30616.71140142518,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2408,0.524375,8434.541716328968,31014.95172824792,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2429,0.088125,1621.6631205673766,30771.776595744683,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2528,0.16,9591.39453125,30445.32421875,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2529,0.169375,11505.588560885612,30346.164206642068,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2557,0.135625,9102.3801843318,30044.62442396313,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2594,0.19625,5807.1433121019145,30082.34713375796,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2595,0.11375,8447.57692307693,29936.35164835165,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2606,0.08625,15560.550724637673,29909.557971014496,-8.8513,82.0245,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2607,0.1175,15792.319148936163,30096.909574468085,-8.8513,82.0245,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2645,0.37875,4358.039603960395,30153.42904290429,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2672,0.151875,8832.936213991772,29749.779835390946,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2686,0.246875,9524.246835443031,30016.19620253165,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2721,0.321875,12632.800970873788,29515.20873786408,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2774,0.22,12074.357954545449,29606.25284090909,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2786,0.096875,7523.693548387098,29407.274193548383,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2793,0.2725,9793.422018348618,29472.174311926603,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2804,0.20875,9000.39820359282,29477.071856287424,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2812,0.263125,860.3669833729218,28997.649643705463,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2848,0.14875,12186.369747899167,29163.52521008403,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2853,0.294375,491.4851380042455,29186.646496815287,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2894,0.175,33900.035714285725,28968.35714285714,-172.3894,69.0553,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2924,0.19875,9090.93081761006,29116.616352201258,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2946,0.416875,7103.210644677667,29115.45502248876,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2953,1.93125,6249.346278317149,29458.598705501616,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2954,0.540625,6245.367052023117,28405.58670520231,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2971,0.116875,13339.606951871654,28577.23796791444,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2986,0.14,8101.732142857145,28754.183035714286,40.2924,84.9679,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
2990,0.548125,-11599.644811858612,28413.669897377426,-31.9971,79.6277,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
3025,0.1425,291.82456140350405,28856.530701754386,49.6089,82.7432,Regional geophysical context only. 73 unique values across entire study area. GRAIL (10km/px) cannot discriminate between individual candidate regions. Not used in science scoring or accessibility screening.
